1500,10,0,2000
1090,10,58,2000
1080,10,58,2000
1070,10,58,2000
1060,10,58,2000
1050,10,58,2000
1040,10,58,2000
1030,10,58,2000
1020,10,58,2000
1010,10,58,2000
1000,10,58,2000
990,10,58,2000
980,10,58,2000
970,10,58,2000
960,10,58,2000
950,10,58,2000
940,10,58,2000
930,10,58,2000
920,10,58,2000
910,10,58,2000
900,10,58,2000
890,10,58,2000
880,10,58,2000
870,10,58,2000
860,10,58,2000
850,10,58,2000
840,10,58,2000
830,10,58,2000
820,10,58,2000
810,10,58,2000
800,10,58,2000
790,10,58,2000
780,10,58,2000
770,10,58,2000
760,10,58,2000
750,10,58,2000
740,10,58,2000
730,10,58,2000
720,10,58,2000
710,10,58,2000
700,10,58,2000
690,10,58,2000
680,10,58,2000
670,10,58,2000
660,10,58,2000
650,10,58,2000
640,10,58,2000
630,10,58,2000
620,10,58,2000
610,10,58,2000
600,10,58,2000
590,10,58,2000
580,10,58,2000
570,10,58,2000
560,10,58,2000
550,10,58,2000
540,10,58,2000
530,10,58,2000
520,10,58,2000
510,10,58,2000
500,10,58,2000
490,10,58,2000
480,10,58,2000
470,10,58,2000
460,10,58,2000
450,10,58,2000
440,10,58,2000
430,10,58,2000
420,10,58,2000
410,10,58,2000
400,10,58,2000
390,10,58,2000
380,10,58,2000
370,10,58,2000
360,10,58,2000
350,10,58,2000
340,10,58,2000
330,10,58,2000
320,10,58,2000
310,10,58,2000
300,10,58,2000
290,10,58,2000
280,10,58,2000
270,10,58,2000
260,10,58,2000
250,10,58,2000
240,10,58,2000
230,10,58,2000
220,10,58,2000
210,10,58,2000
200,10,58,2000
190,10,58,2000
180,10,58,2000
170,10,58,2000
160,10,58,2000
150,10,58,2000
140,10,58,2000
130,10,58,2000
120,10,58,2000
110,10,58,2000
100,10,58,2000
90,10,58,2000
80,10,58,2000
70,10,58,1090
60,10,58,1080
50,10,58,1070
40,10,58,1060
30,10,58,1050
20,10,58,1040
10,10,58,1030
0,10,58,1020
-10,10,58,1010
-20,10,58,1000
-30,10,58,990
-40,10,58,980
-50,10,58,970
-60,10,58,960
-70,10,58,950
940,10,38,2000
930,10,38,2000
920,10,38,2000
910,10,38,2000
900,10,38,2000
890,10,38,2000
880,10,38,2000
870,10,38,2000
860,10,38,2000
850,10,38,2000
840,10,38,2000
830,10,38,2000
820,10,38,2000
810,10,38,2000
800,10,38,2000
790,10,38,2000
780,10,38,2000
770,10,38,2000
760,10,38,2000
750,10,38,2000
740,10,38,2000
730,10,38,2000
720,10,38,2000
710,10,38,2000
700,10,38,2000
690,10,38,2000
680,10,38,2000
670,10,38,2000
660,10,38,2000
650,10,38,2000
640,10,38,2000
630,10,38,2000
620,10,38,2000
610,10,38,2000
600,10,38,2000
590,10,38,2000
580,10,38,2000
570,10,38,2000
560,10,38,2000
550,10,38,2000
540,10,38,2000
530,10,38,2000
520,10,38,2000
510,10,38,2000
500,10,38,2000
490,10,38,2000
480,10,38,2000
470,10,38,2000
460,10,38,2000
450,10,38,2000
440,10,38,2000
430,10,38,2000
420,10,38,2000
410,10,38,2000
400,10,38,2000
390,10,38,2000
380,10,38,2000
370,10,38,2000
360,10,38,2000
350,10,38,2000
340,10,38,2000
330,10,38,2000
320,10,38,2000
310,10,38,2000
300,10,38,2000
290,10,38,2000
280,10,38,2000
270,10,38,2000
260,10,38,2000
250,10,38,1090
240,10,38,1080
230,10,38,1070
220,10,38,1060
210,10,38,1050
200,10,38,1040
190,10,38,1030
180,10,38,1020
170,10,38,1010
160,10,38,1000
150,10,38,990
140,10,38,980
130,10,38,970
120,10,38,960
110,10,38,950
100,10,38,940
90,10,38,930
80,10,38,920
70,10,38,910
60,10,38,900
50,10,38,890
40,10,38,880
30,10,38,870
20,10,38,860
10,10,38,850
0,10,38,840
-10,10,38,830
-20,10,38,820
-30,10,38,810
-40,10,38,800
-50,10,38,790
-60,10,38,780
-70,10,38,770
760,10,83,2000
750,10,83,2000
740,10,83,2000
730,10,83,2000
720,10,83,2000
710,10,83,2000
700,10,83,2000
690,10,83,2000
680,10,83,2000
670,10,83,2000
660,10,83,2000
650,10,83,2000
640,10,83,2000
630,10,83,2000
620,10,83,2000
610,10,83,2000
600,10,83,2000
590,10,83,2000
580,10,83,2000
570,10,83,2000
560,10,83,2000
550,10,83,2000
540,10,83,2000
530,10,83,2000
520,10,83,2000
510,10,83,2000
500,10,83,2000
490,10,83,2000
480,10,83,2000
470,10,83,2000
460,10,83,2000
450,10,83,2000
440,10,83,2000
430,10,83,2000
420,10,83,2000
410,10,83,2000
400,10,83,2000
390,10,83,2000
380,10,83,2000
370,10,83,2000
360,10,83,2000
350,10,83,2000
340,10,83,2000
330,10,83,2000
320,10,83,2000
310,10,83,2000
300,10,83,2000
290,10,83,2000
280,10,83,2000
270,10,83,1090
260,10,83,1080
250,10,83,1070
240,10,83,1060
230,10,83,1050
220,10,83,1040
210,10,83,1030
200,10,83,1020
190,10,83,1010
180,10,83,1000
170,10,83,990
160,10,83,980
150,10,83,970
140,10,83,960
130,10,83,950
120,10,83,940
110,10,83,930
100,10,83,920
90,10,83,910
80,10,83,900
70,10,83,890
60,10,83,880
50,10,83,870
40,10,83,860
30,10,83,850
20,10,83,840
10,10,83,830
0,10,83,820
-10,10,83,810
-20,10,83,800
-30,10,83,790
-40,10,83,780
-50,10,83,770
-60,10,83,760
750,10,38,2000
740,10,38,2000
730,10,38,2000
720,10,38,2000
710,10,38,2000
700,10,38,2000
690,10,38,2000
680,10,38,2000
670,10,38,2000
660,10,38,2000
650,10,38,2000
640,10,38,2000
630,10,38,2000
620,10,38,2000
610,10,38,2000
600,10,38,2000
590,10,38,2000
580,10,38,2000
570,10,38,2000
560,10,38,2000
550,10,38,2000
540,10,38,2000
530,10,38,2000
520,10,38,2000
510,10,38,2000
500,10,38,2000
490,10,38,2000
480,10,38,2000
470,10,38,2000
460,10,38,2000
450,10,38,2000
440,10,38,2000
430,10,38,2000
420,10,38,2000
410,10,38,2000
400,10,38,2000
390,10,38,2000
380,10,38,2000
370,10,38,2000
360,10,38,2000
350,10,38,2000
340,10,38,2000
330,10,38,2000
320,10,38,2000
310,10,38,1090
300,10,38,1080
290,10,38,1070
280,10,38,1060
270,10,38,1050
260,10,38,1040
250,10,38,1030
240,10,38,1020
230,10,38,1010
220,10,38,1000
210,10,38,990
200,10,38,980
190,10,38,970
180,10,38,960
170,10,38,950
160,10,38,940
150,10,38,930
140,10,38,920
130,10,38,910
120,10,38,900
110,10,38,890
100,10,38,880
90,10,38,870
80,10,38,860
70,10,38,850
60,10,38,840
50,10,38,830
40,10,38,820
30,10,38,810
20,10,38,800
10,10,38,790
0,10,38,780
-10,10,38,770
-20,10,38,760
750,10,38,2000
740,10,38,2000
730,10,38,2000
720,10,38,2000
710,10,38,2000
700,10,38,2000
690,10,38,2000
680,10,38,2000
670,10,38,2000
660,10,38,2000
650,10,38,2000
640,10,38,2000
630,10,38,2000
620,10,38,2000
610,10,38,2000
600,10,38,2000
590,10,38,2000
580,10,38,2000
570,10,38,2000
560,11,38,2000
549,11,38,2000
538,11,38,2000
527,11,38,2000
516,11,38,2000
505,11,38,2000
494,11,38,2000
483,11,38,2000
472,11,38,2000
461,11,38,2000
450,11,38,2000
439,11,38,2000
428,11,38,2000
417,11,38,2000
406,11,38,2000
395,11,38,2000
384,11,38,2000
373,11,38,2000
362,11,38,2000
351,11,38,2000
340,11,38,2000
329,11,38,2000
318,11,38,2000
307,11,38,2000
296,11,38,2000
285,11,38,2000
274,11,38,2000
263,11,38,2000
252,11,38,2000
241,11,38,2000
230,11,38,2000
219,11,38,2000
208,11,38,2000
197,11,38,2000
186,11,38,2000
175,11,38,2000
164,11,38,2000
153,11,38,2000
142,11,38,2000
131,11,38,2000
120,11,38,2000
109,11,38,2000
98,11,38,2000
87,11,38,2000
76,11,38,2000
65,11,38,1089
54,11,38,1078
43,11,38,1067
32,11,38,1056
21,11,38,1045
10,11,38,1034
-1,11,38,1023
-12,11,38,1012
-23,11,38,1001
990,11,83,2000
979,11,83,2000
968,11,83,2000
957,11,83,2000
946,11,83,2000
935,11,83,2000
924,11,83,2000
913,11,83,2000
902,11,83,2000
891,11,83,2000
880,11,83,2000
869,11,83,2000
858,11,83,2000
847,11,83,2000
836,11,83,2000
825,11,83,2000
814,11,83,2000
803,11,83,2000
792,11,83,2000
781,11,83,2000
770,11,83,2000
759,11,83,2000
748,11,83,2000
737,11,83,2000
726,11,83,2000
715,11,83,2000
704,11,83,2000
693,11,83,2000
682,11,83,2000
671,11,83,2000
660,11,83,2000
649,11,83,2000
638,11,83,2000
627,11,83,2000
616,11,83,2000
605,11,83,2000
594,11,83,2000
583,11,83,2000
572,11,83,2000
561,11,83,2000
550,11,83,2000
539,11,83,2000
528,11,83,2000
517,11,83,2000
506,11,83,2000
495,11,83,2000
484,11,83,2000
473,11,83,2000
462,11,83,2000
451,11,83,2000
440,11,83,2000
429,11,83,2000
418,11,83,2000
407,11,83,2000
396,11,83,2000
385,11,83,2000
374,11,83,2000
363,11,83,2000
352,11,83,2000
341,11,83,2000
330,11,83,2000
319,11,83,2000
308,11,83,2000
297,11,83,2000
286,11,83,2000
275,11,83,2000
264,11,83,2000
253,11,83,2000
242,11,83,2000
231,11,83,2000
220,11,83,2000
209,11,83,2000
198,11,83,2000
187,11,83,2000
176,11,83,2000
165,11,83,1089
154,11,83,1078
143,11,83,1067
132,11,83,1056
121,11,83,1045
110,11,83,1034
99,11,83,1023
88,11,83,1012
77,11,83,1001
66,11,83,990
55,11,83,979
44,11,83,968
33,11,83,957
22,11,83,946
11,11,83,935
0,11,83,924
-11,11,83,913
-22,11,83,902
-33,11,83,891
-44,11,83,880
-55,11,83,869
858,11,38,2000
847,11,38,2000
836,11,38,2000
825,11,38,2000
814,11,38,2000
803,11,38,2000
792,11,38,2000
781,11,38,2000
770,11,38,2000
759,11,38,2000
748,11,38,2000
737,11,38,2000
726,11,38,2000
715,11,38,2000
704,11,38,2000
693,11,38,2000
682,11,38,2000
671,11,38,2000
660,11,38,2000
649,11,38,2000
638,11,38,2000
627,11,38,2000
616,11,38,2000
605,11,38,2000
594,11,38,2000
583,11,38,2000
572,11,38,2000
561,11,38,2000
550,11,38,2000
539,11,38,2000
528,11,38,2000
517,11,38,2000
506,11,38,2000
495,11,38,2000
484,11,38,2000
473,11,38,2000
462,11,38,2000
451,11,38,2000
440,11,38,2000
429,11,38,2000
418,11,38,2000
407,11,38,2000
396,11,38,2000
385,11,38,2000
374,11,38,2000
363,11,38,2000
352,11,38,2000
341,11,38,2000
330,11,38,2000
319,11,38,2000
308,11,38,2000
297,11,38,2000
286,11,38,2000
275,11,38,2000
264,11,38,2000
253,11,38,2000
242,11,38,2000
231,11,38,2000
220,11,38,2000
209,11,38,2000
198,11,38,2000
187,11,38,2000
176,11,38,2000
165,11,38,2000
154,11,38,2000
143,11,38,2000
132,11,38,2000
121,11,38,2000
110,11,38,1089
99,11,38,1078
88,11,38,1067
77,11,38,1056
66,11,38,1045
55,11,38,1034
44,11,38,1023
33,11,38,1012
22,11,38,1001
11,11,38,990
0,11,38,979
-11,11,38,968
-22,11,38,957
-33,11,38,946
-44,11,38,935
-55,11,38,924
-66,11,38,913
902,11,38,2000
891,11,38,2000
880,11,38,2000
869,11,38,2000
858,11,38,2000
847,11,38,2000
836,11,38,2000
825,11,38,2000
814,11,38,2000
803,11,38,2000
792,11,38,2000
781,11,38,2000
770,11,38,2000
759,11,38,2000
748,11,38,2000
737,11,38,2000
726,11,38,2000
715,11,38,2000
704,11,38,2000
693,11,38,2000
682,11,38,2000
671,11,38,2000
660,11,38,2000
649,11,38,2000
638,11,38,2000
627,11,38,2000
616,11,38,2000
605,11,38,2000
594,11,38,2000
583,11,38,2000
572,11,38,2000
561,11,38,2000
550,11,38,2000
539,11,38,2000
528,11,38,2000
517,11,38,2000
506,11,38,2000
495,11,38,2000
484,11,38,2000
473,11,38,2000
462,11,38,2000
451,11,38,2000
440,11,38,2000
429,11,38,2000
418,11,38,2000
407,11,38,2000
396,11,38,2000
385,11,38,2000
374,11,38,2000
363,11,38,2000
352,11,38,2000
341,11,38,2000
330,11,38,2000
319,11,38,2000
308,11,38,1089
297,11,38,1078
286,11,38,1067
275,11,38,1056
264,11,38,1045
253,11,38,1034
242,11,38,1023
231,11,38,1012
220,11,38,1001
209,11,38,990
198,11,38,979
187,11,38,968
176,11,38,957
165,11,38,946
154,11,38,935
143,11,38,924
132,11,38,913
121,11,38,902
110,11,38,891
99,11,38,880
88,11,38,869
77,11,38,858
66,11,38,847
55,11,38,836
44,11,38,825
33,11,38,814
22,11,38,803
11,11,38,792
0,11,38,781
-11,11,38,770
-22,11,38,759
-33,11,38,748
-44,11,38,737
726,11,38,2000
715,11,38,2000
704,11,38,2000
693,11,38,2000
682,11,38,2000
671,11,38,2000
660,11,38,2000
649,11,38,2000
638,11,38,2000
627,11,38,2000
616,11,38,2000
605,11,38,2000
594,11,38,2000
583,11,38,2000
572,11,38,2000
561,11,38,2000
550,11,38,2000
539,11,38,1089
528,11,38,1078
517,11,38,1067
506,11,38,1056
495,11,38,1045
484,11,38,1034
473,11,38,1023
462,11,38,1012
451,11,38,1001
440,11,38,990
429,11,38,979
418,11,38,968
407,11,38,957
396,11,38,946
385,11,38,935
374,11,38,924
363,11,38,913
352,11,38,902
341,11,38,891
330,11,38,880
319,11,38,869
308,11,38,858
297,11,38,847
286,11,38,836
275,11,38,825
264,11,38,814
